axis,level,seed,estimator,est,se,target,identity_diff,first_stage_F
sites,2,27,sumstats,0.31029399720237866,0.05626441734736465,0.3,2.220446049250313e-16,458.16845136057964
sites,2,28,pooled,0.27874085602170834,0.03144658329040573,0.29999999999999993,1.1102230246251565e-16,1224.3132082742231
sites,2,28,fedmr_cf,0.2730266364908615,0.032484134509344606,0.29999999999999993,1.1102230246251565e-16,1224.3132082742231
sites,2,28,site_meta,0.2779103959627569,0.031231692291504975,0.29999999999999993,1.1102230246251565e-16,1224.3132082742231
sites,2,28,sumstats,0.27877700646271925,0.03213670371316391,0.29999999999999993,1.1102230246251565e-16,1224.3132082742231
sites,2,29,pooled,0.34169604546352494,0.04357566885921714,0.3,2.220446049250313e-16,630.3769631563947
sites,2,29,fedmr_cf,0.3314291610756454,0.047650144211529,0.3,2.220446049250313e-16,630.3769631563947
sites,2,29,site_meta,0.3379153048656455,0.04333436992922606,0.3,2.220446049250313e-16,630.3769631563947
sites,2,29,sumstats,0.34037420843005645,0.044931091935207695,0.3,2.220446049250313e-16,630.3769631563947
sites,2,30,pooled,0.3229908104760592,0.03794216594499092,0.3,3.3306690738754696e-16,917.1230624862524
sites,2,30,fedmr_cf,0.313820404236076,0.04013985549916831,0.3,3.3306690738754696e-16,917.1230624862524
sites,2,30,site_meta,0.3206380613579313,0.03791791648580393,0.3,3.3306690738754696e-16,917.1230624862524
sites,2,30,sumstats,0.3179146474610803,0.04006384435636894,0.3,3.3306690738754696e-16,917.1230624862524
sites,2,31,pooled,0.2931281718043314,0.039325108785866564,0.3,1.6653345369377348e-16,844.0962326406557
sites,2,31,fedmr_cf,0.28083457312841115,0.04212756555038426,0.3,1.6653345369377348e-16,844.0962326406557
sites,2,31,site_meta,0.29364299784669706,0.03920073330157743,0.3,1.6653345369377348e-16,844.0962326406557
sites,2,31,sumstats,0.2850163510623308,0.042205369695117095,0.3,1.6653345369377348e-16,844.0962326406557
sites,2,32,pooled,0.32665812510410047,0.03595140596820468,0.3,3.3306690738754696e-16,971.851899543981
sites,2,32,fedmr_cf,0.3232474519848194,0.03767518701681131,0.3,3.3306690738754696e-16,971.851899543981
sites,2,32,site_meta,0.3257191252928191,0.03596782473958737,0.3,3.3306690738754696e-16,971.851899543981
sites,2,32,sumstats,0.32550094075355906,0.03811572378115772,0.3,3.3306690738754696e-16,971.851899543981
sites,2,33,pooled,0.3416064251223529,0.04051807001703832,0.29999999999999993,3.885780586188048e-16,750.9509280912927
sites,2,33,fedmr_cf,0.33049687736168487,0.04283933163550901,0.29999999999999993,3.885780586188048e-16,750.9509280912927
sites,2,33,site_meta,0.3417083455047615,0.04073160128002273,0.29999999999999993,3.885780586188048e-16,750.9509280912927
sites,2,33,sumstats,0.3389369073926401,0.04301960945646532,0.29999999999999993,3.885780586188048e-16,750.9509280912927
sites,2,34,pooled,0.2549275112381974,0.06051637571155414,0.3,1.6653345369377348e-16,314.5725540417606
sites,2,34,fedmr_cf,0.27000671294134937,0.07015430928345923,0.3,1.6653345369377348e-16,314.5725540417606
sites,2,34,site_meta,0.25493262476208206,0.060542016400219556,0.3,1.6653345369377348e-16,314.5725540417606
sites,2,34,sumstats,0.2560130727557329,0.06336501218382644,0.3,1.6653345369377348e-16,314.5725540417606
sites,2,35,pooled,0.29429473523247013,0.050768988571723114,0.3,4.440892098500626e-16,444.9990334662004
sites,2,35,fedmr_cf,0.27382054790668764,0.05733818431829225,0.3,4.440892098500626e-16,444.9990334662004
sites,2,35,site_meta,0.2978315434140399,0.05088282156448115,0.3,4.440892098500626e-16,444.9990334662004
sites,2,35,sumstats,0.3001234666478285,0.055075872062581376,0.3,4.440892098500626e-16,444.9990334662004
sites,2,36,pooled,0.2875900663206436,0.04663271037946633,0.3,1.1102230246251565e-16,589.0638475533505
sites,2,36,fedmr_cf,0.28007729788098595,0.05073227246639563,0.3,1.1102230246251565e-16,589.0638475533505
