site,round,stage,n_train,n_test,loss,mse,mae,r2
site02,5,global,1888,473,1.1398087739944458,1.1398087739944458,0.8493226766586304,0.0839046835899353
site03,0,global,2784,696,1.3311221599578855,1.3311221599578855,0.929161012172699,0.0055854320526123
site03,0,local,2784,696,1.2378854751586914,1.2378854751586914,0.8919753432273865,0.0752378702163696
site03,1,global,2784,696,1.2297542095184326,1.2297542095184326,0.8892998695373535,0.081312358379364
site03,1,local,2784,696,1.2432901859283447,1.2432901859283447,0.8932303786277771,0.0712003111839294
site03,2,global,2784,696,1.2298489809036257,1.2298489809036257,0.8894500136375427,0.0812416076660156
site03,2,local,2784,696,1.2388218641281128,1.2388218641281128,0.8932772278785706,0.0745383501052856
site03,3,global,2784,696,1.2330933809280396,1.2330933809280396,0.891302764415741,0.0788177847862243
site03,3,local,2784,696,1.2406933307647705,1.2406933307647705,0.8930187225341797,0.0731403231620788
site03,4,global,2784,696,1.2291899919509888,1.2291899919509888,0.8891714811325073,0.0817338824272155
site03,4,local,2784,696,1.2336230278015137,1.2336230278015137,0.8887555599212646,0.0784221887588501
site03,5,global,2784,696,1.229390263557434,1.229390263557434,0.8893650770187378,0.0815842151641845
site04,0,global,3644,912,1.2379084825515747,1.2379084825515747,0.8940527439117432,0.004054307937622
site04,0,local,3644,912,1.14804208278656,1.14804208278656,0.8500526547431946,0.0763552784919738
site04,1,global,3644,912,1.144178867340088,1.144178867340088,0.8501560688018799,0.0794634819030761
site04,1,local,3644,912,1.1478369235992432,1.1478369235992432,0.8495422005653381,0.0765203833580017
site04,2,global,3644,912,1.1444087028503418,1.1444087028503418,0.8504707217216492,0.0792785882949829
site04,2,local,3644,912,1.1596269607543943,1.1596269607543943,0.8562514781951904,0.0670347809791565
site04,3,global,3644,912,1.1471755504608154,1.1471755504608154,0.851057231426239,0.0770524740219116
site04,3,local,3644,912,1.1516133546829224,1.1516133546829224,0.8537909388542175,0.0734820961952209
site04,4,global,3644,912,1.1456365585327148,1.1456365585327148,0.8506038188934326,0.0782906413078308
site04,4,local,3644,912,1.145297646522522,1.145297646522522,0.8494989275932312,0.0785633325576782
site04,5,global,3644,912,1.145663857460022,1.145663857460022,0.8506702780723572,0.0782687067985534
site05,0,global,3704,927,1.195037603378296,1.195037603378296,0.871686577796936,0.018771469593048
site05,0,local,3704,927,1.1416473388671875,1.1416473388671875,0.8559393882751465,0.0626093745231628
site05,1,global,3704,927,1.1063458919525146,1.1063458919525146,0.8378652334213257,0.0915949344635009
site05,1,local,3704,927,1.112409234046936,1.112409234046936,0.8408413529396057,0.0866163969039917
site05,2,global,3704,927,1.10637104511261,1.10637104511261,0.8380308747291565,0.0915743112564086
site05,2,local,3704,927,1.1107877492904663,1.1107877492904663,0.8383288383483887,0.0879478454589843
site05,3,global,3704,927,1.109748601913452,1.109748601913452,0.839582085609436,0.0888010263442993
site05,3,local,3704,927,1.1142480373382568,1.1142480373382568,0.8410420417785645,0.085106611251831
site05,4,global,3704,927,1.108045220375061,1.108045220375061,0.8385228514671326,0.0901996493339538
site05,4,local,3704,927,1.1185156106948853,1.1185156106948853,0.8414896130561829,0.0816025137901306
site05,5,global,3704,927,1.1075164079666138,1.1075164079666138,0.8382024765014648,0.0906338691711425
site06,0,global,4503,1126,1.3176995515823364,1.3176995515823364,0.9288752675056458,0.0089240670204162
site06,0,local,4503,1126,1.2386534214019775,1.2386534214019775,0.9002050757408142,0.0683767199516296
site06,1,global,4503,1126,1.2260265350341797,1.2260265350341797,0.8912799954414368,0.0778737664222717
site06,1,local,4503,1126,1.2289420366287231,1.2289420366287231,0.8928888440132141,0.0756809115409851
site06,2,global,4503,1126,1.2261130809783936,1.2261130809783936,0.890663743019104,0.077808678150177
site06,2,local,4503,1126,1.237708568572998,1.237708568572998,0.8987417817115784,0.0690873265266418
site06,3,global,4503,1126,1.2286454439163208,1.2286454439163208,0.8924906253814697,0.0759040117263794
site06,3,local,4503,1126,1.2348155975341797,1.2348155975341797,0.8958243131637573,0.0712632536888122
site06,4,global,4503,1126,1.2263288497924805,1.2263288497924805,0.8907541036605835,0.0776463150978088
site06,4,local,4503,1126,1.2314108610153198,1.2314108610153198,0.8900285363197327,0.0738240480422973
site06,5,global,4503,1126,1.225625991821289,1.225625991821289,0.8897778987884521,0.0781749486923217
site07,0,global,5712,1429,1.0892130136489868,1.0892130136489868,0.8378918170928955,0.0165003538131713
site07,0,local,5712,1429,1.0528981685638428,1.0528981685638428,0.8203550577163696,0.049290657043457
site07,1,global,5712,1429,1.0463783740997314,1.0463783740997314,0.8179022669792175,0.0551777482032775
site07,1,local,5712,1429,1.0423320531845093,1.0423320531845093,0.8157294392585754,0.0588312745094299
site07,2,global,5712,1429,1.0458064079284668,1.0458064079284668,0.8174425363540649,0.0556942224502563
site07,2,local,5712,1429,1.0425530672073364,1.0425530672073364,0.8162466883659363,0.0586317181587219
site07,3,global,5712,1429,1.0434085130691528,1.0434085130691528,0.8169611692428589,0.0578593611717224
site07,3,local,5712,1429,1.0510482788085938,1.0510482788085938,0.8196402788162231,0.0509610176086425
site07,4,global,5712,1429,1.0449756383895874,1.0449756383895874,0.8171871900558472,0.056444227695465
site07,4,local,5712,1429,1.0655012130737305,1.0655012130737305,0.8268089890480042,0.0379107594490051
site07,5,global,5712,1429,1.0463887453079224,1.0463887453079224,0.8172606825828552,0.055168330669403
site08,0,global,6523,1631,1.2337005138397217,1.2337005138397217,0.8831590414047241,0.0050292611122131
site08,0,local,6523,1631,1.1426777839660645,1.1426777839660645,0.8475373983383179,0.0784384608268737
site08,1,global,6523,1631,1.14324951171875,1.14324951171875,0.8480238914489746,0.0779774188995361
site08,1,local,6523,1631,1.143382549285889,1.143382549285889,0.8476869463920593,0.0778700709342956
site08,2,global,6523,1631,1.1432241201400757,1.1432241201400757,0.8483904600143433,0.0779978036880493
site08,2,local,6523,1631,1.1428288221359253,1.1428288221359253,0.8485503196716309,0.0783166289329528
site08,3,global,6523,1631,1.1450928449630735,1.1450928449630735,0.8493010401725769,0.0764907002449035
site08,3,local,6523,1631,1.1428489685058594,1.1428489685058594,0.8482522964477539,0.0783004164695739
site08,4,global,6523,1631,1.1429040431976318,1.1429040431976318,0.848412036895752,0.0782560110092163
site08,4,local,6523,1631,1.144607663154602,1.144607663154602,0.8487223982810974,0.076882004737854
site08,5,global,6523,1631,1.1429307460784912,1.1429307460784912,0.8486100435256958,0.0782344937324523
site09,0,global,6739,1685,1.1371002197265625,1.1371002197265625,0.8448082804679871,0.0016614198684692
site09,0,local,6739,1685,1.0886338949203491,1.0886338949203491,0.8255891799926758,0.0442133545875549
site09,1,global,6739,1685,1.0947465896606443,1.0947465896606443,0.8280309438705444,0.0388465523719787
site09,1,local,6739,1685,1.0896999835968018,1.0896999835968018,0.8260714411735535,0.0432772636413574
site09,2,global,6739,1685,1.0965337753295898,1.0965337753295898,0.828677237033844,0.0372774600982666
site09,2,local,6739,1685,1.091753363609314,1.091753363609314,0.8266335129737854,0.0414744615554809
site09,3,global,6739,1685,1.0920732021331787,1.0920732021331787,0.8270378708839417,0.0411937236785888
site09,3,local,6739,1685,1.0916117429733276,1.0916117429733276,0.826472818851471,0.0415988564491272
site09,4,global,6739,1685,1.0951389074325562,1.0951389074325562,0.8281603455543518,0.0385021567344665
site09,4,local,6739,1685,1.093262791633606,1.093262791633606,0.8272069692611694,0.0401493310928344
site09,5,global,6739,1685,1.0984036922454834,1.0984036922454834,0.829277753829956,0.0356357097625732
site10,0,global,7504,1876,1.0498528480529783,1.0498528480529783,0.8135367631912231,0.0231406092643737
site10,0,local,7504,1876,0.9880436062812804,0.9880436062812804,0.789788007736206,0.0806524157524108
site10,1,global,7504,1876,0.9879303574562072,0.9879303574562072,0.7887626886367798,0.0807577967643737
site10,1,local,7504,1876,0.9882746934890748,0.9882746934890748,0.7902522683143616,0.080437421798706
site10,2,global,7504,1876,0.9872945547103882,0.9872945547103882,0.7889333367347717,0.0813494324684143
site10,2,local,7504,1876,0.9905158281326294,0.9905158281326294,0.7899426221847534,0.0783520936965942
site10,3,global,7504,1876,0.9870558381080629,0.9870558381080629,0.788561999797821,0.0815714597702026
