site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2
site06,0,local,4503,1126,1.2868036031723022,1.2868036031723022,0.9123684763908386,-0.0002868175506591,0.0426912030400241
site06,1,global,4503,1126,1.2864924669265747,1.2864924669265747,0.9117615818977356,-4.494190216064453e-05,0.0426912030400241
site06,1,local,4503,1126,1.2864357233047483,1.2864357233047483,0.9120011925697328,-7.152557373046875e-07,0.0426912030400241
site06,2,global,4503,1126,1.2864372730255127,1.2864372730255127,0.9120379090309144,-1.9073486328125e-06,0.0426912030400241
site06,2,local,4503,1126,1.2864348888397217,1.2864348888397217,0.9120196104049684,-1.1920928955078125e-07,0.0426912030400241
site06,3,global,4503,1126,1.2864840030670166,1.2864840030670166,0.91191565990448,-3.826618194580078e-05,0.0426912030400241
site06,3,local,4503,1126,1.2867902517318726,1.2867902517318726,0.9117646217346193,-0.0002763271331787,0.0426912030400241
site06,4,global,4503,1126,1.2864774465560913,1.2864774465560913,0.9119226932525636,-3.325939178466797e-05,0.0426912030400241
site06,4,local,4503,1126,1.2874202728271484,1.2874202728271484,0.9116742014884948,-0.0007661581039428,0.0426912030400241
site07,0,global,5712,1429,1.0933473110198977,1.0933473110198977,0.8360773324966431,-0.0207655429840087,0.1327346101369241
site07,0,local,5712,1429,1.081364393234253,1.081364393234253,0.8355172276496887,-0.0095781087875366,0.1327346101369241
site07,1,global,5712,1429,1.0727051496505735,1.0727051496505735,0.8315554261207581,-0.0014936923980712,0.1327346101369241
site07,1,local,5712,1429,1.0759446620941162,1.0759446620941162,0.833454430103302,-0.0045181512832641,0.1327346101369241
site07,2,global,5712,1429,1.0737415552139282,1.0737415552139282,0.832339882850647,-0.0024613142013549,0.1327346101369241
site07,2,local,5712,1429,1.0734177827835083,1.0734177827835083,0.8321539163589478,-0.0021591186523437,0.1327346101369241
site07,3,global,5712,1429,1.0729321241378784,1.0729321241378784,0.8318531513214111,-0.0017056465148925,0.1327346101369241
site07,3,local,5712,1429,1.0750024318695068,1.0750024318695068,0.8330020308494568,-0.0036385059356689,0.1327346101369241
site07,4,global,5712,1429,1.0729740858078003,1.0729740858078003,0.8318802118301392,-0.0017448663711547,0.1327346101369241
site07,4,local,5712,1429,1.0799866914749146,1.0799866914749146,0.8353920578956604,-0.0082918405532836,0.1327346101369241
site08,0,global,6523,1631,1.2490370273590088,1.2490370273590088,0.8918217420578003,-0.0406051874160766,0.1721204910108354
site08,0,local,6523,1631,1.1995623111724854,1.1995623111724854,0.8706849813461304,0.0006135702133178,0.1721204910108354
site08,1,global,6523,1631,1.2010380029678345,1.2010380029678345,0.8715299963951111,-0.0006159543991088,0.1721204910108354
site08,1,local,6523,1631,1.201607346534729,1.201607346534729,0.8718039393424988,-0.0010901689529418,0.1721204910108354
site08,2,global,6523,1631,1.200801134109497,1.200801134109497,0.8712825179100037,-0.0004185438156127,0.1721204910108354
site08,2,local,6523,1631,1.200325846672058,1.200325846672058,0.8706725835800171,-2.2530555725097656e-05,0.1721204910108354
site08,3,global,6523,1631,1.2012608051300049,1.2012608051300049,0.8715920448303223,-0.0008014440536499,0.1721204910108354
site08,3,local,6523,1631,1.2012553215026855,1.2012553215026855,0.8715884685516357,-0.0007969141006469,0.1721204910108354
site08,4,global,6523,1631,1.2012306451797483,1.2012306451797483,0.8715725541114807,-0.0007764101028442,0.1721204910108354
site08,4,local,6523,1631,1.2014256715774536,1.2014256715774536,0.8716947436332703,-0.0009388923645019,0.1721204910108354
site09,0,global,6739,1685,1.177757978439331,1.177757978439331,0.8583580255508423,-0.0421338081359863,0.0352690201469616
site09,0,local,6739,1685,1.1301116943359375,1.1301116943359375,0.8423460721969604,2.574920654296875e-05,0.0352690201469616
site09,1,global,6739,1685,1.13109290599823,1.13109290599823,0.8424683213233948,-0.0008423328399658,0.0352690201469616
site09,1,local,6739,1685,1.130154013633728,1.130154013633728,0.84247887134552,-1.1682510375976562e-05,0.0352690201469616
