site,round,x,f
site01,0,-3.0,-0.2690290510654449
site01,0,-2.900000095367432,-0.2669917643070221
site01,0,-2.799999952316284,-0.2649545073509216
site01,0,-2.700000047683716,-0.262917160987854
site01,0,-2.5999999046325684,-0.2608541548252105
site01,0,-2.5,-0.2580172121524811
site01,0,-2.400000095367432,-0.2537757456302643
site01,0,-2.299999952316284,-0.2496294379234314
site01,0,-2.200000047683716,-0.2454830706119537
site01,0,-2.0999999046325684,-0.2413367629051208
site01,0,-2.0,-0.23749440908432
site01,0,-1.899999976158142,-0.2337100803852081
site01,0,-1.7999999523162842,-0.2292027473449707
site01,0,-1.7000000476837158,-0.2245709896087646
site01,0,-1.600000023841858,-0.2199391722679138
site01,0,-1.5,-0.2153073847293853
site01,0,-1.399999976158142,-0.2108829021453857
site01,0,-1.2999999523162842,-0.2065223753452301
site01,0,-1.2000000476837158,-0.202400654554367
site01,0,-1.100000023841858,-0.198355883359909
site01,0,-1.0,-0.1948219835758209
site01,0,-0.8999999761581421,-0.1897789239883422
site01,0,-0.800000011920929,-0.1824612915515899
site01,0,-0.699999988079071,-0.1751436591148376
site01,0,-0.6000000238418579,-0.1678260266780853
site01,0,-0.5,-0.1605154275894165
site01,0,-0.4000000059604645,-0.1532900482416153
site01,0,-0.3000000119209289,-0.1395022571086883
site01,0,-0.2000000029802322,-0.1252785325050354
site01,0,-0.1000000014901161,-0.1109772622585296
site01,0,0.0,-0.0963025540113449
site01,0,0.1000000014901161,-0.0766707733273506
site01,0,0.2000000029802322,-0.0549573749303817
site01,0,0.3000000119209289,-0.0362348109483718
site01,0,0.4000000059604645,-0.0188414976000785
site01,0,0.5,0.0001677647233009
site01,0,0.6000000238418579,0.0187863186001777
site01,0,0.699999988079071,0.0349758192896842
site01,0,0.800000011920929,0.0527338758111
site01,0,0.8999999761581421,0.0727693364024162
site01,0,1.0,0.0881380513310432
site01,0,1.100000023841858,0.1008232906460762
site01,0,1.2000000476837158,0.1144600138068199
site01,0,1.2999999523162842,0.1276760101318359
site01,0,1.399999976158142,0.1425205767154693
site01,0,1.5,0.1530096232891082
site01,0,1.600000023841858,0.1620920598506927
site01,0,1.7000000476837158,0.1704360246658325
site01,0,1.7999999523162842,0.1761476695537567
site01,0,1.899999976158142,0.1818490028381347
site01,0,2.0,0.1863737404346466
site01,0,2.0999999046325684,0.1906761527061462
site01,0,2.200000047683716,0.1949785053730011
site01,0,2.299999952316284,0.1992808580398559
site01,0,2.400000095367432,0.2036007642745971
site01,0,2.5,0.2079284787178039
site01,0,2.5999999046325684,0.2124976217746734
site01,0,2.700000047683716,0.2159854769706726
site01,0,2.799999952316284,0.2190762758255005
site01,0,2.900000095367432,0.2216627895832061
site01,0,3.0,0.2229981422424316
site01,1,-3.0,-1.1744266748428345
site01,1,-2.900000095367432,-1.1466705799102783
site01,1,-2.799999952316284,-1.1189143657684326
site01,1,-2.700000047683716,-1.0911582708358765
site01,1,-2.5999999046325684,-1.0634020566940308
site01,1,-2.5,-1.0356459617614746
site01,1,-2.400000095367432,-1.0078898668289185
site01,1,-2.299999952316284,-0.9801336526870728
site01,1,-2.200000047683716,-0.9523775577545166
site01,1,-2.0999999046325684,-0.9246213436126708
site01,1,-2.0,-0.8968652486801147
site01,1,-1.899999976158142,-0.8688405752182007
site01,1,-1.7999999523162842,-0.8407540321350098
site01,1,-1.7000000476837158,-0.812771201133728
site01,1,-1.600000023841858,-0.7844496965408325
site01,1,-1.5,-0.755570650100708
site01,1,-1.399999976158142,-0.726691722869873
site01,1,-1.2999999523162842,-0.6978126764297485
site01,1,-1.2000000476837158,-0.6690630912780762
site01,1,-1.100000023841858,-0.6400793790817261
site01,1,-1.0,-0.611095666885376
site01,1,-0.8999999761581421,-0.5811327695846558
site01,1,-0.800000011920929,-0.5493029356002808
site01,1,-0.699999988079071,-0.5135194063186646
site01,1,-0.6000000238418579,-0.4715860486030578
site01,1,-0.5,-0.4293089509010315
site01,1,-0.4000000059604645,-0.3857481181621551
site01,1,-0.3000000119209289,-0.3378890454769134
site01,1,-0.2000000029802322,-0.2900299727916717
site01,1,-0.1000000014901161,-0.2418840080499649
site01,1,0.0,-0.1852340847253799
site01,1,0.1000000014901161,-0.1180558502674102
site01,1,0.2000000029802322,-0.0474091917276382
site01,1,0.3000000119209289,0.0179807469248771
site01,1,0.4000000059604645,0.0822339951992034
site01,1,0.5,0.1436699330806732
site01,1,0.6000000238418579,0.2004248201847076
site01,1,0.699999988079071,0.2521491944789886
site01,1,0.800000011920929,0.3039803504943847
site01,1,0.8999999761581421,0.3534554541110992
site01,1,1.0,0.3955873548984527
site01,1,1.100000023841858,0.4370075166225433
site01,1,1.2000000476837158,0.4767458736896515
site01,1,1.2999999523162842,0.5172686576843262
site01,1,1.399999976158142,0.5574183464050293
site01,1,1.5,0.5965049266815186
site01,1,1.600000023841858,0.634238600730896
site01,1,1.7000000476837158,0.6708329916000366
site01,1,1.7999999523162842,0.7068009376525879
site01,1,1.899999976158142,0.7427686452865601
site01,1,2.0,0.7787365913391113
site01,1,2.0999999046325684,0.814704418182373
site01,1,2.200000047683716,0.8506722450256348
site01,1,2.299999952316284,0.8866400718688965
site01,1,2.400000095367432,0.9223648309707642
site01,1,2.5,0.9578770399093628
site01,1,2.5999999046325684,0.9915928840637208
site01,1,2.700000047683716,1.0252095460891724
site01,1,2.799999952316284,1.0588260889053345
site01,1,2.900000095367432,1.092442512512207
site01,1,3.0,1.1260590553283691
site01,2,-3.0,-1.14446759223938
site01,2,-2.900000095367432,-1.116391897201538
site01,2,-2.799999952316284,-1.0883162021636963
site01,2,-2.700000047683716,-1.060240387916565
site01,2,-2.5999999046325684,-1.032164454460144
site01,2,-2.5,-1.003995656967163
site01,2,-2.400000095367432,-0.9757483005523682
site01,2,-2.299999952316284,-0.9475005865097046
site01,2,-2.200000047683716,-0.9192529916763306
site01,2,-2.0999999046325684,-0.8910053968429565
site01,2,-2.0,-0.8627579212188721
site01,2,-1.899999976158142,-0.8334423303604126
site01,2,-1.7999999523162842,-0.8037817478179932
site01,2,-1.7000000476837158,-0.7741211652755737
site01,2,-1.600000023841858,-0.7444604635238647
site01,2,-1.5,-0.7147997617721558
site01,2,-1.399999976158142,-0.6851390600204468
site01,2,-1.2999999523162842,-0.6552660465240479
site01,2,-1.2000000476837158,-0.624911904335022
site01,2,-1.100000023841858,-0.5942620038986206
site01,2,-1.0,-0.5636173486709595
site01,2,-0.8999999761581421,-0.5319569110870361
site01,2,-0.800000011920929,-0.4983236789703369
site01,2,-0.699999988079071,-0.4629379212856293
site01,2,-0.6000000238418579,-0.4188543260097503
site01,2,-0.5,-0.3742029964923858
site01,2,-0.4000000059604645,-0.3276004493236542
site01,2,-0.3000000119209289,-0.2793221771717071
site01,2,-0.2000000029802322,-0.2307072728872299
site01,2,-0.1000000014901161,-0.1779928505420684
site01,2,0.0,-0.120889201760292
site01,2,0.1000000014901161,-0.0564984083175659
site01,2,0.2000000029802322,-0.0021233409643173
site01,2,0.3000000119209289,0.0375509858131408
site01,2,0.4000000059604645,0.0784468948841095
site01,2,0.5,0.1197898238897323
site01,2,0.6000000238418579,0.1590598821640014
site01,2,0.699999988079071,0.1972882449626922
site01,2,0.800000011920929,0.2354024946689605
site01,2,0.8999999761581421,0.2740805745124817
site01,2,1.0,0.3135425150394439
site01,2,1.100000023841858,0.3520098030567169
site01,2,1.2000000476837158,0.3820604681968689
site01,2,1.2999999523162842,0.4102619290351867
site01,2,1.399999976158142,0.4374103844165802
site01,2,1.5,0.4636397659778595
site01,2,1.600000023841858,0.4874095618724823
site01,2,1.7000000476837158,0.509931206703186
site01,2,1.7999999523162842,0.532157301902771
site01,2,1.899999976158142,0.5552762746810913
site01,2,2.0,0.5803805589675903
site01,2,2.0999999046325684,0.6054849624633789
site01,2,2.200000047683716,0.6305893659591675
site01,2,2.299999952316284,0.6556936502456665
site01,2,2.400000095367432,0.6803140640258789
site01,2,2.5,0.703618049621582
site01,2,2.5999999046325684,0.7258096933364868
site01,2,2.700000047683716,0.7478848695755005
site01,2,2.799999952316284,0.7699599266052246
site01,2,2.900000095367432,0.7920348644256592
site01,2,3.0,0.8141100406646729
site01,3,-3.0,-1.242090940475464
site01,3,-2.900000095367432,-1.2111077308654783
site01,3,-2.799999952316284,-1.180124044418335
site01,3,-2.700000047683716,-1.1491405963897705
site01,3,-2.5999999046325684,-1.1181573867797852
site01,3,-2.5,-1.0871739387512207
site01,3,-2.400000095367432,-1.0561904907226562
site01,3,-2.299999952316284,-1.025207281112671
site01,3,-2.200000047683716,-0.9942237734794616
site01,3,-2.0999999046325684,-0.9632403254508972
site01,3,-2.0,-0.932257115840912
site01,3,-1.899999976158142,-0.9006229639053345
site01,3,-1.7999999523162842,-0.8684064745903015
site01,3,-1.7000000476837158,-0.8361899852752686
site01,3,-1.600000023841858,-0.803973376750946
