site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2
site04,4,global,3644,912,1.1451200246810913,1.1451200246810913,0.8490956425666809,0.0787062048912048,0.080704962135807
site04,4,local,3644,912,1.1587309837341309,1.1587309837341309,0.8563205599784851,0.06775563955307,0.080704962135807
site05,0,global,3704,927,1.6434942483901978,1.6434942483901978,1.0274347066879272,-0.3494499921798706,0.0485916888375729
site05,0,local,3704,927,1.1244776248931885,1.1244776248931885,0.8453203439712524,0.0767072439193725,0.0485916888375729
site05,1,global,3704,927,1.1165095567703247,1.1165095567703247,0.8422743082046509,0.0832496881484985,0.0485916888375729
site05,1,local,3704,927,1.1163886785507202,1.1163886785507202,0.8425119519233704,0.0833489298820495,0.0485916888375729
site05,2,global,3704,927,1.105945706367493,1.105945706367493,0.8378852009773254,0.0919235348701477,0.0485916888375729
site05,2,local,3704,927,1.1120283603668213,1.1120283603668213,0.8386195302009583,0.0869291424751281,0.0485916888375729
site05,3,global,3704,927,1.1025530099868774,1.1025530099868774,0.8366331458091736,0.0947092771530151,0.0485916888375729
site05,3,local,3704,927,1.1069777011871338,1.1069777011871338,0.8384897112846375,0.0910761952400207,0.0485916888375729
site05,4,global,3704,927,1.104575753211975,1.104575753211975,0.8374701738357544,0.0930483937263488,0.0485916888375729
site05,4,local,3704,927,1.1110615730285645,1.1110615730285645,0.8404647707939148,0.0877229571342468,0.0485916888375729
site06,0,global,4503,1126,1.7360774278640747,1.7360774278640747,1.0677379369735718,-0.3057488203048706,0.0426912030400241
site06,0,local,4503,1126,1.2494418621063232,1.2494418621063232,0.9050323367118835,0.0602624416351318,0.0426912030400241
site06,1,global,4503,1126,1.2305995225906372,1.2305995225906372,0.8938938975334167,0.0744342803955078,0.0426912030400241
site06,1,local,4503,1126,1.2261022329330444,1.2261022329330444,0.8916822075843811,0.0778168439865112,0.0426912030400241
site06,2,global,4503,1126,1.2249380350112915,1.2249380350112915,0.8921175003051758,0.0786923766136169,0.0426912030400241
site06,2,local,4503,1126,1.238207459449768,1.238207459449768,0.9015797972679138,0.0687121748924255,0.0426912030400241
site06,3,global,4503,1126,1.2234128713607788,1.2234128713607788,0.8903289437294006,0.0798395276069641,0.0426912030400241
site06,3,local,4503,1126,1.2335965633392334,1.2335965633392334,0.8983011841773987,0.0721800923347473,0.0426912030400241
site06,4,global,4503,1126,1.2243069410324097,1.2243069410324097,0.8908218741416931,0.0791671276092529,0.0426912030400241
site06,4,local,4503,1126,1.2282042503356934,1.2282042503356934,0.8952189087867737,0.0762357711791992,0.0426912030400241
site07,0,global,5712,1429,1.4150387048721311,1.4150387048721311,0.9478312134742736,-0.2777023315429687,0.1327346101369241
site07,0,local,5712,1429,1.0560014247894287,1.0560014247894287,0.8217575550079346,0.0464886426925659,0.1327346101369241
site07,1,global,5712,1429,1.0438709259033203,1.0438709259033203,0.8172279596328735,0.0574418306350708,0.1327346101369241
site07,1,local,5712,1429,1.046497464179993,1.046497464179993,0.8175256252288818,0.0550702214241027,0.1327346101369241
site07,2,global,5712,1429,1.0452659130096436,1.0452659130096436,0.8177573084831238,0.0561821460723876,0.1327346101369241
site07,2,local,5712,1429,1.045421838760376,1.045421838760376,0.8170870542526245,0.0560413599014282,0.1327346101369241
site07,3,global,5712,1429,1.0460582971572876,1.0460582971572876,0.817660927772522,0.0554666519165039,0.1327346101369241
site07,3,local,5712,1429,1.0486516952514648,1.0486516952514648,0.8192185759544373,0.0531250834465026,0.1327346101369241
site07,4,global,5712,1429,1.0444220304489136,1.0444220304489136,0.8173455595970154,0.0569441318511962,0.1327346101369241
site07,4,local,5712,1429,1.0489341020584106,1.0489341020584106,0.8193479776382446,0.0528700947761535,0.1327346101369241
site08,0,global,6523,1631,1.5875729322433472,1.5875729322433472,0.9998624324798584,-0.2803664207458496,0.1721204910108354
site08,0,local,6523,1631,1.1436107158660889,1.1436107158660889,0.8489212393760681,0.077686071395874,0.1721204910108354
site08,1,global,6523,1631,1.149408221244812,1.149408221244812,0.8509125709533691,0.0730103850364685,0.1721204910108354
site08,1,local,6523,1631,1.149549126625061,1.149549126625061,0.851984441280365,0.0728968381881713,0.1721204910108354
site08,2,global,6523,1631,1.144755482673645,1.144755482673645,0.8485223650932312,0.0767627954483032,0.1721204910108354
site08,2,local,6523,1631,1.1504919528961182,1.1504919528961182,0.8512900471687317,0.0721364021301269,0.1721204910108354
site08,3,global,6523,1631,1.14646577835083,1.14646577835083,0.8494083285331726,0.0753834247589111,0.1721204910108354
site08,3,local,6523,1631,1.1475094556808472,1.1475094556808472,0.8500206470489502,0.0745417475700378,0.1721204910108354
site08,4,global,6523,1631,1.1476209163665771,1.1476209163665771,0.8503193259239197,0.0744518041610717,0.1721204910108354
site08,4,local,6523,1631,1.1472443342208862,1.1472443342208862,0.8502709865570068,0.0747555494308471,0.1721204910108354
site09,0,global,6739,1685,1.45752215385437,1.45752215385437,0.9644387364387512,-0.2796591520309448,0.0352690201469616
site09,0,local,6739,1685,1.1044896841049194,1.1044896841049194,0.8313388228416443,0.0302923917770385,0.0352690201469616
site09,1,global,6739,1685,1.0896693468093872,1.0896693468093872,0.8256089687347412,0.0433042645454406,0.0352690201469616
site09,1,local,6739,1685,1.1002774238586426,1.1002774238586426,0.8304674625396729,0.0339906811714172,0.0352690201469616
site09,2,global,6739,1685,1.0945605039596558,1.0945605039596558,0.828239917755127,0.0390099287033081,0.0352690201469616
site09,2,local,6739,1685,1.093910574913025,1.093910574913025,0.8280347585678101,0.0395805835723876,0.0352690201469616
site09,3,global,6739,1685,1.0999659299850464,1.0999659299850464,0.8303959965705872,0.0342640876770019,0.0352690201469616
site09,3,local,6739,1685,1.0957365036010742,1.0957365036010742,0.8289024829864502,0.037977397441864,0.0352690201469616
site09,4,global,6739,1685,1.0991871356964111,1.0991871356964111,0.8301111459732056,0.0349478721618652,0.0352690201469616
site09,4,local,6739,1685,1.09467351436615,1.09467351436615,0.8284690976142883,0.038910686969757,0.0352690201469616
site10,0,global,7504,1876,1.454671025276184,1.454671025276184,0.9543795585632324,-0.3535317182540893,0.082569773232602
site10,0,local,7504,1876,0.9920865893363952,0.9920865893363952,0.7908779382705688,0.0768905282020568,0.082569773232602
site10,1,global,7504,1876,0.9892261624336244,0.9892261624336244,0.7892186641693115,0.0795520544052124,0.082569773232602
site10,1,local,7504,1876,0.9863775968551636,0.9863775968551636,0.7879267930984497,0.0822026133537292,0.082569773232602
site10,2,global,7504,1876,0.9869387149810792,0.9869387149810792,0.788094162940979,0.0816804766654968,0.082569773232602
site10,2,local,7504,1876,0.9848560094833374,0.9848560094833374,0.7876518368721008,0.0836184024810791,0.082569773232602
site10,3,global,7504,1876,0.986583650112152,0.986583650112152,0.788330614566803,0.0820108652114868,0.082569773232602
site10,3,local,7504,1876,0.9866684675216676,0.9866684675216676,0.789139986038208,0.0819319486618042,0.082569773232602
site10,4,global,7504,1876,0.9847886562347412,0.9847886562347412,0.7875921726226807,0.083681046962738,0.082569773232602
site10,4,local,7504,1876,0.9855173826217652,0.9855173826217652,0.7876715660095215,0.0830030441284179,0.082569773232602
