suite,scenario,dataset,seed,x,f
combined,attack_only,quadratic,3,0.8999999761581421,-202.96585083007812
combined,attack_only,quadratic,3,1.0,-226.14996337890625
combined,attack_only,quadratic,3,1.100000023841858,-249.33413696289062
combined,attack_only,quadratic,3,1.2000000476837158,-272.51824951171875
combined,attack_only,quadratic,3,1.2999999523162842,-295.7023925781251
combined,attack_only,quadratic,3,1.399999976158142,-318.88653564453125
combined,attack_only,quadratic,3,1.5,-342.07061767578125
combined,attack_only,quadratic,3,1.600000023841858,-365.25482177734375
combined,attack_only,quadratic,3,1.7000000476837158,-388.43890380859375
combined,attack_only,quadratic,3,1.7999999523162842,-411.623046875
combined,attack_only,quadratic,3,1.899999976158142,-434.80712890625
combined,attack_only,quadratic,3,2.0,-457.99127197265625
combined,attack_only,quadratic,3,2.0999999046325684,-481.1754150390625
combined,attack_only,quadratic,3,2.200000047683716,-504.359619140625
combined,attack_only,quadratic,3,2.299999952316284,-527.543701171875
combined,attack_only,quadratic,3,2.400000095367432,-550.7279052734375
combined,attack_only,quadratic,3,2.5,-573.9119262695312
combined,attack_only,quadratic,3,2.5999999046325684,-597.0960693359375
combined,attack_only,quadratic,3,2.700000047683716,-620.2802124023438
combined,attack_only,quadratic,3,2.799999952316284,-643.4644165039062
combined,attack_only,quadratic,3,2.900000095367432,-666.6485595703125
combined,attack_only,quadratic,3,3.0,-689.8325805664062
combined,attack_only,quadratic,5,-3.0,141.9986724853516
combined,attack_only,quadratic,5,-2.900000095367432,138.9920425415039
combined,attack_only,quadratic,5,-2.799999952316284,135.98346710205075
combined,attack_only,quadratic,5,-2.700000047683716,132.8683319091797
combined,attack_only,quadratic,5,-2.5999999046325684,129.75318908691406
combined,attack_only,quadratic,5,-2.5,126.63805389404297
combined,attack_only,quadratic,5,-2.400000095367432,123.52293395996092
combined,attack_only,quadratic,5,-2.299999952316284,120.40779113769531
combined,attack_only,quadratic,5,-2.200000047683716,117.29264831542969
combined,attack_only,quadratic,5,-2.0999999046325684,114.1775131225586
combined,attack_only,quadratic,5,-2.0,111.07335662841797
combined,attack_only,quadratic,5,-1.899999976158142,107.97266387939453
combined,attack_only,quadratic,5,-1.7999999523162842,104.87569427490234
combined,attack_only,quadratic,5,-1.7000000476837158,101.86531829833984
combined,attack_only,quadratic,5,-1.600000023841858,98.85670471191406
combined,attack_only,quadratic,5,-1.5,95.8839111328125
combined,attack_only,quadratic,5,-1.399999976158142,92.97064971923828
combined,attack_only,quadratic,5,-1.2999999523162842,90.11049270629883
combined,attack_only,quadratic,5,-1.2000000476837158,87.25034713745117
combined,attack_only,quadratic,5,-1.100000023841858,84.43896102905272
combined,attack_only,quadratic,5,-1.0,81.7292594909668
combined,attack_only,quadratic,5,-0.8999999761581421,78.55407333374023
combined,attack_only,quadratic,5,-0.800000011920929,74.75724792480469
combined,attack_only,quadratic,5,-0.699999988079071,69.6241683959961
combined,attack_only,quadratic,5,-0.6000000238418579,61.53023147583008
combined,attack_only,quadratic,5,-0.5,52.296348571777344
combined,attack_only,quadratic,5,-0.4000000059604645,41.51987171173096
combined,attack_only,quadratic,5,-0.3000000119209289,30.757488057017326
combined,attack_only,quadratic,5,-0.2000000029802322,20.099726676940918
combined,attack_only,quadratic,5,-0.1000000014901161,9.801900863647461
combined,attack_only,quadratic,5,0.0,0.0
combined,attack_only,quadratic,5,0.1000000014901161,-9.593021392822273
combined,attack_only,quadratic,5,0.2000000029802322,-19.095760345458984
combined,attack_only,quadratic,5,0.3000000119209289,-28.07577896118164
combined,attack_only,quadratic,5,0.4000000059604645,-35.74934387207031
combined,attack_only,quadratic,5,0.5,-43.252769470214844
combined,attack_only,quadratic,5,0.6000000238418579,-50.12859344482422
combined,attack_only,quadratic,5,0.699999988079071,-55.82635498046875
combined,attack_only,quadratic,5,0.800000011920929,-61.145042419433594
combined,attack_only,quadratic,5,0.8999999761581421,-66.5628128051758
combined,attack_only,quadratic,5,1.0,-71.95016479492188
combined,attack_only,quadratic,5,1.100000023841858,-77.24217224121097
combined,attack_only,quadratic,5,1.2000000476837158,-82.53417205810547
combined,attack_only,quadratic,5,1.2999999523162842,-87.59490203857425
combined,attack_only,quadratic,5,1.399999976158142,-92.52800750732425
combined,attack_only,quadratic,5,1.5,-97.46112060546875
combined,attack_only,quadratic,5,1.600000023841858,-102.39421081542969
combined,attack_only,quadratic,5,1.7000000476837158,-107.30714416503906
combined,attack_only,quadratic,5,1.7999999523162842,-112.20252990722656
combined,attack_only,quadratic,5,1.899999976158142,-117.11769104003906
combined,attack_only,quadratic,5,2.0,-122.06893920898438
combined,attack_only,quadratic,5,2.0999999046325684,-127.00492858886719
combined,attack_only,quadratic,5,2.200000047683716,-131.92633056640625
combined,attack_only,quadratic,5,2.299999952316284,-136.8477325439453
combined,attack_only,quadratic,5,2.400000095367432,-141.76914978027344
combined,attack_only,quadratic,5,2.5,-146.69053649902344
combined,attack_only,quadratic,5,2.5999999046325684,-151.6119384765625
combined,attack_only,quadratic,5,2.700000047683716,-156.53334045410156
combined,attack_only,quadratic,5,2.799999952316284,-161.45475769042972
combined,attack_only,quadratic,5,2.900000095367432,-166.37615966796875
combined,attack_only,quadratic,5,3.0,-171.29754638671875
combined,clean,cox,6,-3.0,-1.9403042793273926
combined,clean,cox,6,-2.900000095367432,-1.8784668445587158
combined,clean,cox,6,-2.799999952316284,-1.8166286945343018
combined,clean,cox,6,-2.700000047683716,-1.7547907829284668
combined,clean,cox,6,-2.5999999046325684,-1.692953109741211
combined,clean,cox,6,-2.5,-1.6311151981353755
combined,clean,cox,6,-2.400000095367432,-1.5692775249481201
combined,clean,cox,6,-2.299999952316284,-1.5074394941329956
combined,clean,cox,6,-2.200000047683716,-1.4431500434875488
combined,clean,cox,6,-2.0999999046325684,-1.3745696544647217
combined,clean,cox,6,-2.0,-1.3059892654418945
combined,clean,cox,6,-1.899999976158142,-1.237408995628357
combined,clean,cox,6,-1.7999999523162842,-1.1688288450241089
combined,clean,cox,6,-1.7000000476837158,-1.1002484560012817
combined,clean,cox,6,-1.600000023841858,-1.0317269563674927
combined,clean,cox,6,-1.5,-0.9641051292419434
combined,clean,cox,6,-1.399999976158142,-0.8964833021163943
combined,clean,cox,6,-1.2999999523162842,-0.8288613557815552
combined,clean,cox,6,-1.2000000476837158,-0.7612396478652954
combined,clean,cox,6,-1.100000023841858,-0.694993257522583
combined,clean,cox,6,-1.0,-0.635083019733429
combined,clean,cox,6,-0.8999999761581421,-0.5757583379745483
combined,clean,cox,6,-0.800000011920929,-0.5155945420265198
combined,clean,cox,6,-0.699999988079071,-0.4554307460784912
combined,clean,cox,6,-0.6000000238418579,-0.39526695013046265
combined,clean,cox,6,-0.5,-0.33450549840927124
combined,clean,cox,6,-0.4000000059604645,-0.2714806795120239
combined,clean,cox,6,-0.3000000119209289,-0.1981930434703827
combined,clean,cox,6,-0.2000000029802322,-0.1262509822845459
combined,clean,cox,6,-0.1000000014901161,-0.06437796354293818
combined,clean,cox,6,0.0,0.0
combined,clean,cox,6,0.1000000014901161,0.06082116067409521
combined,clean,cox,6,0.2000000029802322,0.12201751768589023
combined,clean,cox,6,0.3000000119209289,0.1907954514026642
combined,clean,cox,6,0.4000000059604645,0.2691832343116402
combined,clean,cox,6,0.5,0.3420534431934356
combined,clean,cox,6,0.6000000238418579,0.4044996947050094
combined,clean,cox,6,0.699999988079071,0.4669459164142608
combined,clean,cox,6,0.800000011920929,0.5368340015411377
combined,clean,cox,6,0.8999999761581421,0.6073121726512909
combined,clean,cox,6,1.0,0.6765266060829161
combined,clean,cox,6,1.100000023841858,0.7502539455890654
combined,clean,cox,6,1.2000000476837158,0.8172130584716797
combined,clean,cox,6,1.2999999523162842,0.8783538341522217
combined,clean,cox,6,1.399999976158142,0.9338302612304688
combined,clean,cox,6,1.5,0.9881359934806824
combined,clean,cox,6,1.600000023841858,1.04796302318573
combined,clean,cox,6,1.7000000476837158,1.1104131937026978
combined,clean,cox,6,1.7999999523162842,1.1731381416320803
combined,clean,cox,6,1.899999976158142,1.2358632683753965
combined,clean,cox,6,2.0,1.2985883951187134
combined,clean,cox,6,2.0999999046325684,1.3614567518234255
combined,clean,cox,6,2.200000047683716,1.4245656728744507
combined,clean,cox,6,2.299999952316284,1.487674355506897
combined,clean,cox,6,2.400000095367432,1.5507831573486328
combined,clean,cox,6,2.5,1.6138919591903687
combined,clean,cox,6,2.5999999046325684,1.6770009994506836
combined,clean,cox,6,2.700000047683716,1.7400387525558472
combined,clean,cox,6,2.799999952316284,1.8030568361282349
combined,clean,cox,6,2.900000095367432,1.866074800491333
combined,clean,cox,6,3.0,1.9290930032730103
combined,clean,cox,4,-3.0,-2.015258878469467
combined,clean,cox,4,-2.900000095367432,-1.947927325963974
combined,clean,cox,4,-2.799999952316284,-1.8805955350399017
combined,clean,cox,4,-2.700000047683716,-1.8132639825344086
combined,clean,cox,4,-2.5999999046325684,-1.7459324300289154
combined,clean,cox,4,-2.5,-1.6786006391048431
combined,clean,cox,4,-2.400000095367432,-1.6112688481807704
combined,clean,cox,4,-2.299999952316284,-1.5439374148845673
combined,clean,cox,4,-2.200000047683716,-1.4766061007976532
combined,clean,cox,4,-2.0999999046325684,-1.4092740714550018
combined,clean,cox,4,-2.0,-1.3419428765773773
combined,clean,cox,4,-1.899999976158142,-1.2746112048625946
combined,clean,cox,4,-1.7999999523162842,-1.207279533147812
combined,clean,cox,4,-1.7000000476837158,-1.1389786899089813
combined,clean,cox,4,-1.600000023841858,-1.0666380822658539
combined,clean,cox,4,-1.5,-0.9942246377468109
combined,clean,cox,4,-1.399999976158142,-0.9218109548091888
combined,clean,cox,4,-1.2999999523162842,-0.8493973910808563
combined,clean,cox,4,-1.2000000476837158,-0.7769838273525238
combined,clean,cox,4,-1.100000023841858,-0.7045701444149017
combined,clean,cox,4,-1.0,-0.6347802579402924
combined,clean,cox,4,-0.8999999761581421,-0.5729166567325592
combined,clean,cox,4,-0.800000011920929,-0.5174646079540253
combined,clean,cox,4,-0.699999988079071,-0.46161273121833807
combined,clean,cox,4,-0.6000000238418579,-0.3981995284557343
combined,clean,cox,4,-0.5,-0.3255251348018647
combined,clean,cox,4,-0.4000000059604645,-0.2539283931255341
combined,clean,cox,4,-0.3000000119209289,-0.188965916633606
combined,clean,cox,4,-0.2000000029802322,-0.13158237934112543
combined,clean,cox,4,-0.1000000014901161,-0.06626161932945251
combined,clean,cox,4,0.0,0.0
combined,clean,cox,4,0.1000000014901161,0.06663769483566279
combined,clean,cox,4,0.2000000029802322,0.1390769779682159
combined,clean,cox,4,0.3000000119209289,0.2156663909554482
combined,clean,cox,4,0.4000000059604645,0.29207957535982126
combined,clean,cox,4,0.5,0.36844968050718296
combined,clean,cox,4,0.6000000238418579,0.4505277276039123
combined,clean,cox,4,0.699999988079071,0.5416885018348693
combined,clean,cox,4,0.800000011920929,0.6088004708290099
combined,clean,cox,4,0.8999999761581421,0.6613765954971313
combined,clean,cox,4,1.0,0.7341921329498289
combined,clean,cox,4,1.100000023841858,0.8156159818172455
combined,clean,cox,4,1.2000000476837158,0.8969180285930634
combined,clean,cox,4,1.2999999523162842,0.9769180119037628
combined,clean,cox,4,1.399999976158142,1.0534893572330475
combined,clean,cox,4,1.5,1.130060464143753
combined,clean,cox,4,1.600000023841858,1.2054902613162994
combined,clean,cox,4,1.7000000476837158,1.275915652513504
combined,clean,cox,4,1.7999999523162842,1.3455365002155304
combined,clean,cox,4,1.899999976158142,1.4132008850574493
combined,clean,cox,4,2.0,1.4763900339603424
combined,clean,cox,4,2.0999999046325684,1.5395791828632355
combined,clean,cox,4,2.200000047683716,1.6027683317661285
combined,clean,cox,4,2.299999952316284,1.6659575998783112
combined,clean,cox,4,2.400000095367432,1.7291469871997833
combined,clean,cox,4,2.5,1.7919029295444489
combined,clean,cox,4,2.5999999046325684,1.8550695478916168
combined,clean,cox,4,2.700000047683716,1.9188129007816315
combined,clean,cox,4,2.799999952316284,1.9825557768344884
combined,clean,cox,4,2.900000095367432,2.0462996065616608
combined,clean,cox,4,3.0,2.1100423634052277
combined,attack_only,quadratic,4,-3.0,311.74838638305664
combined,attack_only,quadratic,4,-2.900000095367432,311.6565742492676
combined,attack_only,quadratic,4,-2.799999952316284,311.5647773742676
combined,attack_only,quadratic,4,-2.700000047683716,311.4729766845703
combined,attack_only,quadratic,4,-2.5999999046325684,311.3374137878418
combined,attack_only,quadratic,4,-2.5,310.6723213195801
combined,attack_only,quadratic,4,-2.400000095367432,309.5918960571289
combined,attack_only,quadratic,4,-2.299999952316284,308.51145935058594
combined,attack_only,quadratic,4,-2.200000047683716,307.43103790283203
combined,attack_only,quadratic,4,-2.0999999046325684,306.12508392333984
combined,attack_only,quadratic,4,-2.0,303.7033386230469
combined,attack_only,quadratic,4,-1.899999976158142,301.2815856933594
combined,attack_only,quadratic,4,-1.7999999523162842,298.38026428222656
combined,attack_only,quadratic,4,-1.7000000476837158,294.8342971801758
combined,attack_only,quadratic,4,-1.600000023841858,291.4100875854492
combined,attack_only,quadratic,4,-1.5,287.99134063720703
combined,attack_only,quadratic,4,-1.399999976158142,282.3659362792969
combined,attack_only,quadratic,4,-1.2999999523162842,275.76302337646484
combined,attack_only,quadratic,4,-1.2000000476837158,268.1021728515625
combined,attack_only,quadratic,4,-1.100000023841858,258.7984924316406
combined,attack_only,quadratic,4,-1.0,249.31106567382815
combined,attack_only,quadratic,4,-0.8999999761581421,234.88357543945312
combined,attack_only,quadratic,4,-0.800000011920929,217.091796875
combined,attack_only,quadratic,4,-0.699999988079071,196.64645385742188
combined,attack_only,quadratic,4,-0.6000000238418579,172.52790832519534
combined,attack_only,quadratic,4,-0.5,148.4878997802735
combined,attack_only,quadratic,4,-0.4000000059604645,123.80158996582026
combined,attack_only,quadratic,4,-0.3000000119209289,97.16790771484375
combined,attack_only,quadratic,4,-0.2000000029802322,66.51821899414068
combined,attack_only,quadratic,4,-0.1000000014901161,34.488067626953125
combined,attack_only,quadratic,4,0.0,0.0
combined,attack_only,quadratic,4,0.1000000014901161,-34.99591064453125
combined,attack_only,quadratic,4,0.2000000029802322,-70.80712890625
combined,attack_only,quadratic,4,0.3000000119209289,-108.53256225585938
combined,attack_only,quadratic,4,0.4000000059604645,-146.64895629882812
combined,attack_only,quadratic,4,0.5,-184.76541137695312
combined,attack_only,quadratic,4,0.6000000238418579,-222.88186645507812
combined,attack_only,quadratic,4,0.699999988079071,-260.9982604980469
combined,attack_only,quadratic,4,0.800000011920929,-299.1147766113281
combined,attack_only,quadratic,4,0.8999999761581421,-337.2312316894531
combined,attack_only,quadratic,4,1.0,-375.3476867675781
combined,attack_only,quadratic,4,1.100000023841858,-413.4641418457031
combined,attack_only,quadratic,4,1.2000000476837158,-451.5805969238281
combined,attack_only,quadratic,4,1.2999999523162842,-489.6969299316406
combined,attack_only,quadratic,4,1.399999976158142,-527.8135070800781
combined,attack_only,quadratic,4,1.5,-565.9299621582034
combined,attack_only,quadratic,4,1.600000023841858,-604.0462951660156
combined,attack_only,quadratic,4,1.7000000476837158,-642.1628723144534
combined,attack_only,quadratic,4,1.7999999523162842,-680.2793273925781
combined,attack_only,quadratic,4,1.899999976158142,-718.3957824707031
combined,attack_only,quadratic,4,2.0,-756.5122375488281
combined,attack_only,quadratic,4,2.0999999046325684,-794.6286926269531
combined,attack_only,quadratic,4,2.200000047683716,-832.7451477050781
combined,attack_only,quadratic,4,2.299999952316284,-870.8614807128906
combined,attack_only,quadratic,4,2.400000095367432,-908.9780578613281
combined,attack_only,quadratic,4,2.5,-947.0945129394531
combined,attack_only,quadratic,4,2.5999999046325684,-985.2108459472656
combined,attack_only,quadratic,4,2.700000047683716,-1023.3271789550781
combined,attack_only,quadratic,4,2.799999952316284,-1061.4438781738281
combined,attack_only,quadratic,4,2.900000095367432,-1099.5602111816406
combined,attack_only,quadratic,4,3.0,-1137.6765441894531
combined,clean,cox,5,-3.0,-0.9795137643814087
combined,clean,cox,5,-2.900000095367432,-0.9484730958938599
combined,clean,cox,5,-2.799999952316284,-0.9174323081970215
combined,clean,cox,5,-2.700000047683716,-0.8863915205001831
combined,clean,cox,5,-2.5999999046325684,-0.8553507924079895
combined,clean,cox,5,-2.5,-0.8239869773387908
combined,clean,cox,5,-2.400000095367432,-0.7920049130916595
combined,clean,cox,5,-2.299999952316284,-0.7600229084491729
combined,clean,cox,5,-2.200000047683716,-0.7280409634113312
combined,clean,cox,5,-2.0999999046325684,-0.6960589289665222
combined,clean,cox,5,-2.0,-0.6614586710929871
combined,clean,cox,5,-1.899999976158142,-0.6240426599979401
combined,clean,cox,5,-1.7999999523162842,-0.5867002010345459
combined,clean,cox,5,-1.7000000476837158,-0.5493578016757964
combined,clean,cox,5,-1.600000023841858,-0.5120152831077576
combined,clean,cox,5,-1.5,-0.474712997674942
combined,clean,cox,5,-1.399999976158142,-0.43896267563104624
combined,clean,cox,5,-1.2999999523162842,-0.4032123461365699
combined,clean,cox,5,-1.2000000476837158,-0.36550470441579813
combined,clean,cox,5,-1.100000023841858,-0.32617834210395824
combined,clean,cox,5,-1.0,-0.2871971726417542
combined,clean,cox,5,-0.8999999761581421,-0.2637309804558754
combined,clean,cox,5,-0.800000011920929,-0.24033483862876892
combined,clean,cox,5,-0.699999988079071,-0.2256991490721703
combined,clean,cox,5,-0.6000000238418579,-0.20487241446971893
combined,clean,cox,5,-0.5,-0.17785143852233892
combined,clean,cox,5,-0.4000000059604645,-0.14215385913848883
combined,clean,cox,5,-0.3000000119209289,-0.10645699501037603
combined,clean,cox,5,-0.2000000029802322,-0.07115346193313604
combined,clean,cox,5,-0.1000000014901161,-0.03562098741531372
combined,clean,cox,5,0.0,0.0
combined,clean,cox,5,0.1000000014901161,0.03507137298583979
combined,clean,cox,5,0.2000000029802322,0.0680285394191742
combined,clean,cox,5,0.3000000119209289,0.10141527652740479
combined,clean,cox,5,0.4000000059604645,0.13514980673789978
combined,clean,cox,5,0.5,0.17033076286315918
combined,clean,cox,5,0.6000000238418579,0.20444190502166748
combined,clean,cox,5,0.699999988079071,0.2376766800880432
combined,clean,cox,5,0.800000011920929,0.2708032727241516
combined,clean,cox,5,0.8999999761581421,0.3020225763320923
combined,clean,cox,5,1.0,0.3331957459449768
combined,clean,cox,5,1.100000023841858,0.36436891555786133
combined,clean,cox,5,1.2000000476837158,0.39552509784698486
combined,clean,cox,5,1.2999999523162842,0.4266245365142822
combined,clean,cox,5,1.399999976158142,0.45772409439086914
combined,clean,cox,5,1.5,0.4888235926628113
combined,clean,cox,5,1.600000023841858,0.5199230909347534
combined,clean,cox,5,1.7000000476837158,0.5510226488113403
combined,clean,cox,5,1.7999999523162842,0.5821220874786377
combined,clean,cox,5,1.899999976158142,0.6132215261459351
combined,clean,cox,5,2.0,0.6443210840225222
combined,clean,cox,5,2.0999999046325684,0.6754205822944641
combined,clean,cox,5,2.200000047683716,0.7065200209617615
combined,clean,cox,5,2.299999952316284,0.7376195788383484
combined,clean,cox,5,2.400000095367432,0.7689853310585022
combined,clean,cox,5,2.5,0.801149308681488
combined,clean,cox,5,2.5999999046325684,0.8333134055137634
combined,clean,cox,5,2.700000047683716,0.8654775023460388
combined,clean,cox,5,2.799999952316284,0.8976415991783142
combined,clean,cox,5,2.900000095367432,0.9301572442054749
combined,clean,cox,5,3.0,0.9644520878791809
combined,clean,cox,9,-3.0,-1.642116978764534
combined,clean,cox,9,-2.900000095367432,-1.5900872498750687
combined,clean,cox,9,-2.799999952316284,-1.5378210097551348
combined,clean,cox,9,-2.700000047683716,-1.4840411692857742
combined,clean,cox,9,-2.5999999046325684,-1.4302610903978348
combined,clean,cox,9,-2.5,-1.376481369137764
combined,clean,cox,9,-2.400000095367432,-1.322701409459114
combined,clean,cox,9,-2.299999952316284,-1.2689214497804642
combined,clean,cox,9,-2.200000047683716,-1.2151416093111038
combined,clean,cox,9,-2.0999999046325684,-1.1590780764818192
combined,clean,cox,9,-2.0,-1.09978486597538
combined,clean,cox,9,-1.899999976158142,-1.0364596396684647
combined,clean,cox,9,-1.7999999523162842,-0.973041370511055
combined,clean,cox,9,-1.7000000476837158,-0.9066285640001297
combined,clean,cox,9,-1.600000023841858,-0.8391993790864944
combined,clean,cox,9,-1.5,-0.7717703133821487
combined,clean,cox,9,-1.399999976158142,-0.7049541026353836
combined,clean,cox,9,-1.2999999523162842,-0.6472543030977249
combined,clean,cox,9,-1.2000000476837158,-0.5933674722909927
combined,clean,cox,9,-1.100000023841858,-0.5394806414842604
combined,clean,cox,9,-1.0,-0.48559387028217305
combined,clean,cox,9,-0.8999999761581421,-0.44077397882938374
combined,clean,cox,9,-0.800000011920929,-0.40745484828948964
combined,clean,cox,9,-0.699999988079071,-0.3743589967489242
combined,clean,cox,9,-0.6000000238418579,-0.3312768787145614
combined,clean,cox,9,-0.5,-0.272641360759735
combined,clean,cox,9,-0.4000000059604645,-0.2218753397464752
combined,clean,cox,9,-0.3000000119209289,-0.1711093485355377
combined,clean,cox,9,-0.2000000029802322,-0.1176126450300217
combined,clean,cox,9,-0.1000000014901161,-0.057307422161102295
combined,clean,cox,9,0.0,0.0
combined,clean,cox,9,0.1000000014901161,0.05111041665077207
combined,clean,cox,9,0.2000000029802322,0.0973616689443588
combined,clean,cox,9,0.3000000119209289,0.14836011826992032
combined,clean,cox,9,0.4000000059604645,0.202069565653801
combined,clean,cox,9,0.5,0.25747351348400116
combined,clean,cox,9,0.6000000238418579,0.3079136461019516
combined,clean,cox,9,0.699999988079071,0.35875730216503143
combined,clean,cox,9,0.800000011920929,0.41108064353466034
combined,clean,cox,9,0.8999999761581421,0.46340416371822357
combined,clean,cox,9,1.0,0.5165513008832932
combined,clean,cox,9,1.100000023841858,0.5718142241239548
combined,clean,cox,9,1.2000000476837158,0.6238842457532883
combined,clean,cox,9,1.2999999523162842,0.6790052503347397
combined,clean,cox,9,1.399999976158142,0.7341276854276657
combined,clean,cox,9,1.5,0.7833873480558398
combined,clean,cox,9,1.600000023841858,0.8324950188398361
combined,clean,cox,9,1.7000000476837158,0.8816029280424118
combined,clean,cox,9,1.7999999523162842,0.9307104796171188
combined,clean,cox,9,1.899999976158142,0.979818269610405
combined,clean,cox,9,2.0,1.0289259403944018
combined,clean,cox,9,2.0999999046325684,1.0780337303876877
combined,clean,cox,9,2.200000047683716,1.1271412819623947
combined,clean,cox,9,2.299999952316284,1.1762490719556808
combined,clean,cox,9,2.400000095367432,1.2253567427396774
combined,clean,cox,9,2.5,1.274464413523674
combined,clean,cox,9,2.5999999046325684,1.3235720843076704
combined,clean,cox,9,2.700000047683716,1.3726799935102463
combined,clean,cox,9,2.799999952316284,1.4217875450849533
combined,clean,cox,9,2.900000095367432,1.47089521586895
combined,clean,cox,9,3.0,1.520003005862236
combined,clean,cox,7,-3.0,-1.0580178201198578
combined,clean,cox,7,-2.900000095367432,-1.025517791509628
combined,clean,cox,7,-2.799999952316284,-0.9934714734554289
combined,clean,cox,7,-2.700000047683716,-0.9619369208812714
combined,clean,cox,7,-2.5999999046325684,-0.9304980933666229
combined,clean,cox,7,-2.5,-0.8962268531322479
combined,clean,cox,7,-2.400000095367432,-0.8619556128978729
combined,clean,cox,7,-2.299999952316284,-0.8276842534542084
combined,clean,cox,7,-2.200000047683716,-0.7936074435710907
combined,clean,cox,7,-2.0999999046325684,-0.7595698535442352
combined,clean,cox,7,-2.0,-0.7255323827266693
combined,clean,cox,7,-1.899999976158142,-0.6914949119091034
combined,clean,cox,7,-1.7999999523162842,-0.6539916694164276
combined,clean,cox,7,-1.7000000476837158,-0.6157369315624237
combined,clean,cox,7,-1.600000023841858,-0.5782066285610199
combined,clean,cox,7,-1.5,-0.5396585166454315
combined,clean,cox,7,-1.399999976158142,-0.5022705793380737
combined,clean,cox,7,-1.2999999523162842,-0.46585240960121144
combined,clean,cox,7,-1.2000000476837158,-0.4321336150169372
combined,clean,cox,7,-1.100000023841858,-0.4020974338054657
combined,clean,cox,7,-1.0,-0.37206128239631653
combined,clean,cox,7,-0.8999999761581421,-0.342164397239685
combined,clean,cox,7,-0.800000011920929,-0.3123498857021331
combined,clean,cox,7,-0.699999988079071,-0.2813761085271835
combined,clean,cox,7,-0.6000000238418579,-0.2504023164510726
combined,clean,cox,7,-0.5,-0.2174122929573059
combined,clean,cox,7,-0.4000000059604645,-0.1768208891153335
combined,clean,cox,7,-0.3000000119209289,-0.1379979327321052
combined,clean,cox,7,-0.2000000029802322,-0.0991730391979217
combined,clean,cox,7,-0.1000000014901161,-0.0499987006187438
combined,clean,cox,7,0.0,0.0
combined,clean,cox,7,0.1000000014901161,0.0499986559152603
combined,clean,cox,7,0.2000000029802322,0.0999974012374878
combined,clean,cox,7,0.3000000119209289,0.1489324569702148
combined,clean,cox,7,0.4000000059604645,0.1932730078697204
combined,clean,cox,7,0.5,0.2362163662910461
combined,clean,cox,7,0.6000000238418579,0.2762191295623779
combined,clean,cox,7,0.699999988079071,0.32260769605636597
combined,clean,cox,7,0.800000011920929,0.36381101608276367
combined,clean,cox,7,0.8999999761581421,0.39600783586502064
combined,clean,cox,7,1.0,0.43502724170684803
combined,clean,cox,7,1.100000023841858,0.4742031395435333
combined,clean,cox,7,1.2000000476837158,0.5133791267871857
combined,clean,cox,7,1.2999999523162842,0.5528817474842072
combined,clean,cox,7,1.399999976158142,0.5923897325992584
combined,clean,cox,7,1.5,0.6318977177143097
combined,clean,cox,7,1.600000023841858,0.6708867847919464
combined,clean,cox,7,1.7000000476837158,0.7093570530414581
combined,clean,cox,7,1.7999999523162842,0.7478273212909698
combined,clean,cox,7,1.899999976158142,0.7847242653369904
combined,clean,cox,7,2.0,0.8214689791202545
combined,clean,cox,7,2.0999999046325684,0.8582136929035187
combined,clean,cox,7,2.200000047683716,0.8949584066867828
combined,clean,cox,7,2.299999952316284,0.9317032396793365
combined,clean,cox,7,2.400000095367432,0.9684479534626005
combined,clean,cox,7,2.5,1.0051927864551544
combined,clean,cox,7,2.5999999046325684,1.0419375002384186
combined,clean,cox,7,2.700000047683716,1.0800952017307281
combined,clean,cox,7,2.799999952316284,1.1205367147922516
combined,clean,cox,7,2.900000095367432,1.160978227853775
combined,clean,cox,7,3.0,1.2014197409152987
combined,clean,cox,8,-3.0,-1.0730071663856506
combined,clean,cox,8,-2.900000095367432,-1.0367071032524109
combined,clean,cox,8,-2.799999952316284,-1.0004072785377502
combined,clean,cox,8,-2.700000047683716,-0.9641074538230896
combined,clean,cox,8,-2.5999999046325684,-0.927807629108429
combined,clean,cox,8,-2.5,-0.8915076851844788
combined,clean,cox,8,-2.400000095367432,-0.8552078604698181
combined,clean,cox,8,-2.299999952316284,-0.8189079165458679
combined,clean,cox,8,-2.200000047683716,-0.7826079726219175
combined,clean,cox,8,-2.0999999046325684,-0.7463080883026125
combined,clean,cox,8,-2.0,-0.7100083231925964
combined,clean,cox,8,-1.899999976158142,-0.673708438873291
combined,clean,cox,8,-1.7999999523162842,-0.6374085545539856
combined,clean,cox,8,-1.7000000476837158,-0.6011086702346802
combined,clean,cox,8,-1.600000023841858,-0.5648088455200195
combined,clean,cox,8,-1.5,-0.5285089015960693
combined,clean,cox,8,-1.399999976158142,-0.4922090172767639
combined,clean,cox,8,-1.2999999523162842,-0.456346333026886
combined,clean,cox,8,-1.2000000476837158,-0.42138034105300903
combined,clean,cox,8,-1.100000023841858,-0.3886139988899231
combined,clean,cox,8,-1.0,-0.3581545948982239
combined,clean,cox,8,-0.8999999761581421,-0.32769519090652466
combined,clean,cox,8,-0.800000011920929,-0.2972453236579895
combined,clean,cox,8,-0.699999988079071,-0.2668266296386719
combined,clean,cox,8,-0.6000000238418579,-0.23646771907806385
combined,clean,cox,8,-0.5,-0.20402151346206654
combined,clean,cox,8,-0.4000000059604645,-0.171529471874237
